"NU_INSCRICAO","NU_NOTA_MT"
"e429507efe1c2680cc464481850117d17083cd88",NA
"dbaa6ee7502cbebb6f058fed5d2f960b19f451ac",420.833154257342
"e724482370ae6126008ade80b564ad8d8a0a7cbd",463.038235883044
"2ef4e2788e2f815f9a885c899f75d5dfeb234a02",609.120591376244
"c8762fee25b022eb5b4918f8f689e4fb6d19f73c",NA
"e14241b5119dc1ff2c99b9c0c478aad23d9d9d05",502.864324831367
"7f898f8939ae054359f83ee154bb91bc7dd2c959",551.582884714645
"3c52d067408ec25a676b6fbf5b5c6d63c77cb6bf",465.312212247573
"82e3b12c6366008fabc238f299f117074e78de5d",396.028982560074
"0d838be0e718ceb786cdb10fcc12559e00440240",499.307241937553
"1b092b6c437359bb84f0d0f8d1286a1083d0e0d4",465.451360739813
"5a9d89465845ac2d81366275cbb1a81d627efd36",NA
"c83fe640ba466ba904ac1055e53a875289888797",430.947218701316
"8855ae8971b9bd9b02c45a82c6c894a2e76ca542",465.973033706743
"a2945f1e7fbadac669590b7d9fafb6c900bca3d0",376.987460973093
"328639a0c753715c30a58bae70c82f2101153eb3",425.111334334003
"ffc5eb6764d7640edfbdaf4648cd54a12c94dea9",NA
"643a0eb394b50694c74d5b5fc70b7f7f7c93f9c7",526.668932533825
"f56746cc2900258507d2b32c126f8db090db856f",459.730878703863
"1a4963b5fea8bb25c67750cdafbe84b01efad177",407.152413336897
"b520c940e62f4ed684417e7eacf00d85752060da",497.969206299126
"2e170cf2651ed448991af6fc5df15167733b2d8f",525.215998761911
"6efdd93a0ae289be6bb5a400bfc1deb077d75886",406.61908240673
"72ac2acc787d8cba0934cca3810ac091d792c8db",510.446386749085
"92a25eee14554806f081869cc9dac868fd1860fb",421.801223613847
"1f12a9b01eb9ef227a5482f498f3354bd485d9a3",397.368004627513
"acfcaf61fe2a8ec90ea2648c3125b7dc4dd13b74",447.985176802913
"7ec2f787b9f57044bd98c0d4854f521c9f9ec635",562.128205569713
"e8d2d318a1e057e9cac8384f1269a86c4b36e0a7",435.636961725744
"1730807e4916c5f7e8ab21e02ac5657bcea3e732",NA
"b45fb481022f31dd47c63c1c3e2ccc3b5915b67d",467.548193643195
"1a46d99716282410d1170f0f35069b34e34415d4",455.337609691561
"0467e022da4ef897f666bc76f31e1bc8976f7e92",482.160782797336
"993aca0d5eac6741117947c82a3647102096255e",464.918791767981
"94c96ade6ade21deb080bba6aad537fc4f195d47",481.604977146949
"36bb672077a46a3e4755cef90437a616d28bdf23",415.454482354834
"e406adf1d4712381dcd4d1c9d78fc9d7f14ff450",391.892290309066
"328ca19128d276eb4fbc309c54ec7f346c803d2f",701.021629533605
"27cdb62f0a2a5467efeb30aafbf246ed2320c532",411.357244929582
"c52cae37c3653620bbec72264c502f45ca2a8671",NA
"f9ef2695eb0986666093945894b8f2fee351bf22",526.316999526398
"2178c497293d0cab01ce74f5105b1a398fb12d8e",NA
"e21faa0c07406dde71ec02f266b19b314ba8b0e2",NA
"8a021391cdaac100dab56c59284bd50137a74129",563.477370461053
"12ee0df69325d97cb95404958c4acf4112aeab8a",NA
"b4ea8e8529711d52ed85b1a1f8ea0180bda442b8",507.395957389902
"66cf0f8b5af2466f9616fd15c0c10344df84982a",NA
"720ef6c1d6cb4978762fb0edf4e55fd8303fe35a",462.854190354796
"60edc5708acd60680891ea15379dd07c7a5924ff",NA
"b9f786712775e0d1d735398d710b01f404c985a3",394.459541927349
"564958997e204bda06fbe90afc4722805c78a855",592.479684265954
"36f38ea81d1305770cd5153f1e1667fe8a1eb47f",414.285365852898
"527098f4ee3ceb5c393981930d23b8fe154f4db9",NA
"5a42c3f801e77d628649a6c34f3a4e5b80f232f7",500.624944839884
"8296743fdd105ce9183561cf5b359b0a3781465e",428.069973391482
"a3b79e8c739832c77df2ba6bcdb23a7518155a33",NA
"6602c7f15a1fdd082265b64976448c6809df792d",442.578399531281
"31ae66f0fe024acae4490915c348e487f2367574",519.500041006272
"81901aa980653106e64863d957387d24e2c00af3",417.732168436666
"28e10d1bd0b6effe0edd503446ebda948ad240ad",426.664419939627
"53a7ee52a87f80241e2ca13c923e06b72bf3a059",412.50327285945
"50be5f75fdaedae454b0c3d63b7277854bd08d8f",NA
"82bbb4f6c87f03eecd6a3eb7d03a398bb82d155d",NA
"0e2c166db6aa7deccbe4896423a1d68f6d57b0f1",575.09809835477
"d1e2b5c758988b6d69e90aedab3e02cae47d61c4",NA
"02681b5c893b94db204713cb4b20dde6fc3f2f95",534.656336064933
"6ce4c0e0784b3881b36b3d1c047ac6ad121681da",408.875225108723
"829dd51f77f3ae74c2216de2d86139bd0a03367c",NA
"28c6829e69879bc1d34db1cd51b89562d3cc596b",512.947139488458
"ecb9f0d7a261c9f27865ea22f2e643701f721eb6",489.710106916926
"96715a069fbcb2e84b26a01563921962ccc4601e",NA
"923538833160e8432636c88e8119378a43b3d766",457.740956169601
"aacb834258765a2959ee63c57d2be4923d11a696",442.504458312454
"c32e484025571dd94255a77f21de08ab8d2aaba8",474.092033407436
"d425deeec0a3c7006f14d732eff8933d5155067f",478.741099579781
"f7e7aa93db083d1f25b43cccf4ad2c03a7953cd3",468.78205547362
"716a178e9a6f7791b820da77879943ac9040a547",471.969253308694
"430212cd8767ef2bff8cda0f61729203fef7523e",412.621324104438
"e97d33221238e445688a0e984778d4ecac788be2",507.170138718775
"695c9481580951d830c4431fc6c9dee778ba9ca1",NA
"4bc5712bdb9067b1814e969e71d5cdad59bb38d4",499.113534005407
"0411742cbb54fe1b6927b25f0bb52b885828c828",446.261862001659
"780505a9d5fc3c6da53686c0cc8bd871f4db00bc",383.309273979309
"bc40729846bf209b06e2a9a890e01d4e6780f5b4",NA
"e4e7a38b58319ad0a5cde4848622b21783c907e9",510.095776996931
"9c5a0a82074c75cb072752d71da42b9c6c27b0a3",564.867818560931
"aec1b63c3f0c9554e533752d8fe138ca82101d4a",435.48640512099
"4cc0fd1efaa148872a1f9edc1b44efef48c91c2b",484.16531035115
"4b48d500ba4410546ce01f7f6d44bcbafa73994f",415.198848477585
"edf33c347c866d26872f540bcc1f6ae415f3294c",470.083438320407
"54f4e6037b9d1eb4a2a134306d37176787f1c1d3",517.049282141591
"3a265ea6ebdc4eb2520db912adf5592f03b3d634",415.712242563634
"99bfcef2dc3695a617f241bfd3b6ead3fd653d41",NA
"0ade5488fd62db34c11a369bdbb4327faacc1635",NA
"e418fbb77e6ff4103205f3b7f6a66d53183d809b",456.978164602288
"8ddbfe70cd41135cb6f125335a48d100789edbf7",380.475221977617
"fa2f4f80278ac5441ab2f2d8c02a9f920ba6c119",NA
"1d3e406d0223d4cb0328850d689ba9fcadf62776",431.303517932821
"67d9e9d6629fff7ad9cdb0f1e48c76865637aa73",NA
"ecaf075653faf2dcdf946c0ce50629f5083347c0",439.010605141844
"7a2bba61a48894f9bd6fc981f77f2b627b0d8ae6",498.647647773828
"d43894c5e83bb3a7e5000636295b0b050de19309",NA
"5b7877d12550dd35d27a02b66a13f2a27bce11ca",446.786215411085
"18f800ec03e33ebad5fb97aa8465dd3e5961337e",452.859513440645
"bb39cc6296f2c9da3963994899c5c34b50965720",NA
"76facda8958cbaf5dba09a4d35d3b4de7596a49d",NA
"b05356be088f726b5ba7e0b0a9aa1b5cf4157b2a",504.686080423285
"e887be276bf553575b20ed1a0de8833d9cb7e247",NA
"cc8794762ffa592758b5117d67e0d02e2e8b9c49",531.035390403583
"894d277c608610fa8c31db531f64582b9569b2e9",457.272565140607
"b2e029961aa0f20071b74708e0d97e6f200ec582",443.598015151521
"12c7d85e168b09a0278df140a22bcb0052a59b0a",398.960011104347
"64c4892488a9c6281bdabf467a0b5a6382d248e6",487.098765240218
"944e790f6e64eccf6df361247858165f17dd7abb",NA
"ac112e94587e6e4249b7182329ee5a5040ae94ea",548.089900329223
"a58cf11e498228f9aaca92b0c49f955a6163fb59",435.213947638997
"e8c84701c041b7f3b39f3125a0449fa633589fbe",485.432962162858
"af8dd560d9ea4adcfd0d2b6b5f81f95fad9c3222",574.617272560938
"c650c8f7cbe1a7b00f4edbcf43c8b97ce85d0d64",NA
"ac9cc7dbe0e70fb6717aa371a23aa75e6594ec02",424.4161725655
"e64ad901853230e396be49311ea98121c348fac6",500.051019403294
"8532af19be3729ea233c1f29e4c015820fc7fb3a",502.770382514825
"6de1d7f2ad49d20e5782f8cacf4f0b677ff2d316",453.485426299578
"26853fd075fe27954772c3070997635b94f32b83",413.079080857891
"3159f29994dadd5cba1f94c3f3b9ac69e24c1cc2",531.252029990751
"574ec310dee846f9ae8eb278480257d463f6fbcc",465.494329414141
"ebb32b8df4ff9b202ba904f310724ce230cb4305",NA
"8a46e35787225c3e7adef2b998ad9c93a952106b",537.753179417904
"b62bf908b504e8c6898777a7f5b88afed358caea",418.167069646787
"10d22971ca4f53fc62d02905809ff1c37fbb68fc",605.25822466523
"0efd9ad5eb41ad08e1f1af9fbe59eb5845323860",455.097293143173
"cad47b624b484cb16291449cee30707a46c20199",NA
"8f2c4684ec70392c718c278b10b04ddfbd4ced1f",563.239079475558
"bb6c0df09cb6663f142ce6da382b804353453af2",NA
"c03f2bcf9ef69bcfdf270b6ffc6110408f0ead41",454.827661998261
"7bd0affe1bdd3681a0faecd80a3d48c023b986de",NA
"d76614020539405f481c0f5ffb9e6f88a0bf21b7",424.664695970403
"5ce2df96a99343819ead41bf242044177439696d",NA
"c7463ccdb0d2ad76b5823bfd016d420e02f4acc0",NA
"a9216c3fc0c0bf14cda0ca26a71c205458b74896",NA
"92acabe95cd7dd1ae1dd63547cde3a4939cf7e2e",525.885807732522
"ddbf5769bc4a6fb2aa16e5a031d8eb7796d1c04c",453.106149634637
"176b027cd932b17fcb6f119cfcef338a175062b8",387.831696029924
"41474f2dda61d97f38ba79906d3dbcce223d1bd1",511.257499432859
"421eb738f9e2ea73e5f4227c915762d6421102ac",NA
"1c5a1514e6a5c44e5683ec01698a83ce474c2e4d",521.389472694856
"f113b266aeb3cb19dca62ae88de7cc55a13efbf1",NA
"134d96275e3893946c3a0e1d59f86b336fe64f6e",NA
"d4e97da32ccb6987ec074aa48c24ce949c05a78c",425.538939550051
"fa556e489987a0588e9a8edb5327e2bde1679670",NA
"95c1d266a2524560761df98b376c17604733a6ad",552.658790149232
"c11c4303d2632cde64105a35554ecb77a8564260",486.330418030074
"30ddf113f77266181ef7bf57ea7d4ca3f505fec7",460.80124765821
"6d94e9582cfdb5d239f21b3ba08b619d81c5e8aa",555.996329831279
"3671441f51dc0c3d052e87d6b8beba46bb70bfeb",435.837335651904
"580c34923cbde328e0aef1641dd02033fc862c04",456.395575050729
"156e1fb82056b0f6953c443446eb4dcceed7c03b",NA
"29d8bf198da9caa59047268faca60207da24d1b7",556.745326346414
"1b3f80a1cd9fff0408e96169fcaf006936b34fed",454.475365090144
"b5932043b62e0c58e16e2cc2c9d5489390e5c895",476.781488375901
"99092cc60948943c59d68d62ed81a75a03059113",491.330578172977
"fbfc631ae23a558d8dd92916cf2e8b5f923b0681",NA
"dd69fca6f17420dc911016a79e70583ca7ea330d",426.745494692909
"d387995af060965fb9d18973f3dbf4904f071066",433.047786283954
"27dbf6c09f5e0f3756ad3e9ea156fbc330601a6a",475.645331810921
"543674772357cf9d8a7a8e7dfb89384af80ec30e",496.413090763456
"80a12b8a4c9df4ef4f78a33d41858b6f1ea24144",423.11278148527
"dc2699d27649dbe52ebbe10001c0bb5ba71310c0",NA
"0736d379ea0962e316ce84cce8e883321be36abb",424.662342504223
"98cc842c547c69a0d27776e272fd8b61131b0b37",427.991750046795
"890b7696fa85ca2b3e90b3951efec2135e88d5cf",443.585931228708
"f3c4cd2f095979416fcac08d630fb1b1623ba5d6",635.707609169133
"d84b48f7dc7a6e387e6e985525143589754c5b13",453.722849099405
"71c9f09a9ed64f1cf7ba1bef4a614ad21e00afc9",523.143459411898
"dc4fe9d4124d9278f58f6f999711116a3fe58be7",487.496243369672
"f6624d763619c0898b34dc02adf06f53a1721cd0",442.183300519127
"60b1c12559860e7ad966da4c4db5c78e17278fc0",492.049320885784
"a3f3dcb89101d86171f8bb4f4f57939717cf298a",NA
"4f365503582b97ea96462d0d36895a5e7f5926df",419.050111913601
"c80869804effb21d50cc8fff3f4c27ba5521240c",395.826763149124
"d0f351638d60e84b890a498d69c9a7961cdcdf36",436.857481887693
"48e8ec135997ff3676648d5c144c3c7150a7bbb1",389.780081406303
"45484014aefd10ea3e4b08fb93e66c251709cca6",443.000738395006
"ccd8d735f7b3c980582f9086a6cae8b9ce8dea54",448.219384043699
"b2e2d1aa1a539b402da8b8fe52520fdf9ed7cdd9",383.491257640367
"25c9e3b023d4d32d0f15cb9041ea6b2bfbec6a63",587.216931618039
"0fb75ce5f51e8afaf504c75de131eb31f89faf4f",406.094602903272
"26e6e8cec21236dfc21cf98812a3d99a3f87d99b",577.647035692193
"c83c66733c5bd90a59996e473bb69e44f6522976",392.231680115086
"69c67ff1933e4fa099182bbcb24a229d0ad84d5d",NA
"4c373daf5547a6292c4905696c148ec83f95f083",NA
"4549620b5459bb28990580f4ca0b4c2adc5b1a68",NA
"87f89c855f377c5b100ad2986cc6569e31d94a98",564.936611672386
"d0d8601aab147c191ae37365a930c1ed3eb0414b",NA
"9a25537903e8e7eab1dfb357903d241e24e86fb8",NA
"eaecf3dd32668664e1dcc2d6c7a69042824806a6",432.156356519661
"d19fa85793fcb8ae3126d10592c9c57d3b32971f",NA
"c59b370d3aa06b68878c836bceac844953d74972",450.660111632873
"5a6d397150d1a9e9c82e120f92d1e782da34bddb",NA
"b2128312e70fdb830091aecb6b27d82617e2e226",423.824386843437
"8257941af168c0cc15f28bd596fd922352dae732",392.186611255033
"854ce153823802674f35bbe1ec010b12e9b3a56f",421.012417998793
"27f1db4e266b154f6f7fbef9c225fab472652a7b",430.603801448617
"11b90bed4a05d11169f308370faf81d6e9ca2c4f",430.500895671929
"5c55b7aeae6cb75ec715b4629812175239e45c15",NA
"1391c7de937e0fea2ad23ebb111e513bf2aca2af",NA
"e9488c35627294cd8f5a809c0667aef7a3f0d465",NA
"39c22d725a24b290af887b25175ae0a8d560db4b",NA
"e001e1d73163c327a4d800697b1b36cd6921f60d",462.858194098078
"b83424ca8973e4b2eebf6eb9e26e842999432d22",392.019700601286
"202da3f471204ad489ebf0c3856437337534112d",NA
"912d751c54b46c860c5ba61666fc6fc59ca2689d",364.593372206276
"8376d681a277c58f06ab633a06eaa66391126246",NA
"e114f7b197069bde8e158a0dbeaa022dd0c4e280",449.096950167628
"fa84edf183bd459ea9394d77bdc191683a75ff66",560.672994286509
"76190ff09a736ff83169394b770699b2709c5a27",492.43467322925
"515db15df8581ae72bb8e8358833016adee74e02",474.378711508229
"e2a05053c19e6fba60d0e582e6c7f371728a7106",464.57652359904
"66c14322296ac259374ec98c5c3bb2bd67ba25e9",NA
"2378556841bc8d5746f2b94d6adefc2db20f9518",514.768318449849
"1e6d55d7b1f72e9b7a8ea53f60f9434f830bc49a",NA
"796d558152d241567f8a72b535a5e36fe78886f3",433.390029331832
"1093edca7a04127a6e04570ee9cb58ef1bc0a69a",542.966464640639
"3c748fc7a94edb7ac1484373751ffa8574a3281d",442.112893520018
"344a6fc8038e291a6371f94963d7a7f5e1c4d55b",372.979318149923
"92510f53e4c26c81c3bb41aa9b4e967d1697cd12",NA
"10a1e8808e744c619376bff659f859cd71e8c41d",444.699780092886
"fc959dafc37dde3f173f083486d84ce5c817443f",429.578445768069
"6979d91c0a1903a336c640e14eed100821a0e24d",484.566562107907
"d4e37c4c1235ce014392f6c8ba0436f195b9e459",522.131761877455
"65ce75c2865eb4ae98e31b45fdc15f400d59e8cb",NA
"565a955a60c6073157aa869c0351c626a7171ef3",548.816533975034
"5697c01ee87a008056ebc0993a1028b41a26d251",NA
"99be797e423b5ae08fe342ea772738f71975df47",620.526172826434
"b579ea83f2d6c15b2c717d16a89827d65f39904b",474.571272420021
"e9373b5c22567bec508f2fa2580e4dc3ff687caa",552.72360982961
"a465af361b68bd536dd8bf61d522b9b21755ab60",515.60241751981
"c8feec2a94d996d03534ce935dec7a034667f107",708.287220768205
"af1890b4dbccbf8b6af56051a39bd4b13d1c971b",493.896813870787
"f4f7888cfe88b7a3b0f3d94749921976353ae82c",478.204166106575
"cdf60a765205a4e99eab17c72a68ff9cfd019dc6",466.827251949377
"2e466f15ac7b80870736fac2d0cf4bd7f362e852",459.583806730966
"85fd1d2ab6ab9205e3ca4770dd1f6205e1f3de70",NA
"fc83a5c665f70f39b4c7d326118cbf21a898e660",595.059067786722
"c26fbd904781a4f6c37a8f8969778f687c6c1424",NA
"ced4913c2220be57c54bc9f87bb4f441d5976671",477.80394815953
"880ade460a231d722e8bb0e4d17f3c8f77663d37",391.33025444229
"7c869f5b89ddf3130c87011b6508ee59e32682c5",420.4752880654
"9027f65d4e576928ca59690c280050c53d66506a",653.451764468115
"09eb415bcb9842d207139c8bddf32427a134d51e",518.306059597865
"f8224c83e27f4921df62876f7ff660b1dab3d974",478.659051869613
"628b91ee9b4e1e4564424fbfff2ea9f8eddca032",NA
"dfec3182aec0997207e0845b072498065ec89aac",642.467749150252
"d653549f6d0ba70e2113b2cc56e9a83e331d2462",569.86347840696
"e95674df974af80342f676ca9e3540aecec2b8dc",479.309976276718
"f9333cc1eb8af5bca5469d91e2c5d5f661b118ea",532.115778956448
"2b7b15015ab18dc51893827c7e3f01d931a70410",NA
"22d86e8b43a9412df86ec15ac231b9919e3ec905",446.242343971289
"1c61035799f6afe7f44c1fb68567d7a8945c3943",563.302401451283
"d5ed4b8732b0d7127a64f7e71137d321c56cc198",413.028276247124
"63edbbe59337f861a710bee4fe8a691d231f23da",402.182077503971
"f62bf9257782d839d38f84376b79611ed0de655d",NA
"cf14952b5b09ad1a9497769e3a08da2fd74c6102",NA
"21b8ef230efbfca6b5f15b36a3243d76ed390967",493.025360671069
"fdfca50f5e6cacd5b30bc546f0fbc271e9a312ff",372.27723111232
"467fdbfc0c6cab31b0d85ec5e373d82fa3790321",NA
"3de3c134579726fe4606b7a05f82ce19f00adb09",626.629679268928
"0f3f9e48790ed9d6ed17ff5e9cb989849b31cc8c",418.688136750986
"bdaf0955746c2cdd3b9ac2538c7502d312fffed8",414.81470333235
"520c60d32fd2af8be76abd332859b36d8ae45900",432.9848984694
"6cb6e2310b52c2898e500f81bea938446592568b",511.139257054802
"0193b535914e1c5a445bede11a408bf1709cd3cb",498.018044500315
"f3669f0c65dbf99cdf8f5f176587e84d5fc7560f",523.369858895153
"c512a461034cd90a9c5f1a32332b748041cfeba3",NA
"6f77bbe0fc418131d06d15f50b30073eae680dbb",NA
"9b378e3937af8e97d4753cdf0c8917306354aaaf",468.984933315827
"1c92f54a5fe563622a0e23cf116461a7e147efd8",534.283317505684
"90facc45f7578775e3278aa0bd4fb59dad4d37c1",422.097111704174
"563bd02a1204c85e79026a020ba5af29bce95c12",NA
"c8062c4cc7e023996bd37b87295f5a2957ddb172",474.181179439848
"ea7cc5987f9cc7f756d501961f64fa5769013823",NA
"f654c32a17935317b2e91d8e16aa8dcbf88e2ef2",572.195208443543
"7dd5b0fad5bd47ecbf2e047dee24866a9b5899d6",445.755210970872
"1b61f7e184c7040ae4cea725153965e1f7f75308",428.24662374873
"aea68e00d370c2a0cfd02bf868824dec427bf23a",NA
"bdfdc7207977f88b15b3d0559fbf6f05b970c9cb",NA
"95a9c65324583892b2d1a0c1c5163488f92d4a6d",421.568180034462
"5b7e7632cf766876026d0da6aa7c6df77bc13438",428.13584199224
"a3be14b06b7aef01331da18e7a1678222b563151",NA
"92b8965cf3fb76d11e5061f26e577c23d212b9c5",NA
"96fd0462597b8cf21b1e918c1947106cd8359e5d",538.311376566375
"5c1cef937c40bf8c30c119160bedde7ef679454e",612.143754156587
"27dce80bee1eadbcd82bc7d09adb063e116870f6",NA
"271a7e5b703fc3f29f6669415048a760e6355c5b",NA
"e39fbeab552a4b6492346d821d095c3a0d691555",422.504507758184
"93694c58636eabfe86550e734efb3775ba4d739f",499.587647125212
"8982636d1f9cc5832eddae4d8a04ee2c6adbaebd",643.831926444639
"6c05e70130682975c1485a862b6e08b895650671",449.454199907268
"8db36ae38c19710d51d3715a6b2a5ecd84f94ff4",397.767122358677
"15043d6ede69cc06a2f2a72afcb05c1cdb5870d6",373.91065246397
"283df09083d3c7bec2590f22355c7ba32ec88623",500.74146748571
"40b96e97dc29dfc990656e30c1038e846b6c8ff2",NA
"ff362d0a648559b9146fb97ee248eb423c3d6a50",NA
"717ae2ab18e7ba03c4f3af66500ece6580b29b71",NA
"5ae9771e0cd24b8eb599de2e0fd2e04a26520dd3",571.64876802197
"23131f453efc29c2af9553d307692c60a3add1ae",434.556763192729
"da42a6267fe6eb7baa0a4fd2a18aad577e6889b2",421.162463614322
"941646a7d24ee2837d7de90ff0a736bb8f61d68c",391.045036408462
"cd705413010e6e74f3b90ee78dbbd8b767488f0c",NA
"5cd0dfc9a768868f28b11f9cf7870f11cc1ed185",495.530247980824
"cb4393cd17b5bdc120dbc15ddd255aa1f35ba090",409.705751339178
"72882a9cffe151d94be90e02ce3967a91b628099",477.231650653604
"cf62916c9829bd3ad05104151eee856d6de7ca1c",616.804988700531
"6b8f4241357e65c0491cc0ef96396f811574134c",438.150782781618
"298806ed4313157d412e860ac3ea8833d6ca6970",NA
"268d48d0247f055ce2ebdd47cd5d1d3ec45246dc",402.590408271264
"4485f973590cff61be5ec78cb3032d5fdf25b809",NA
"afd0fa3f3fc672e3c5d6c21173b5ba3b8caa5c8e",452.546866413625
"e2252b8e020cdf19b796baeb7b2c7b000a7bfb87",NA
"8288badec4740382dbf7c33e4095cd4db0021bf7",382.381714720058
"5e139289eb167622f915eea3d1d6e49d15d1c873",496.636666819918
"fc050b2c8fa3446890fe1418332352177dd34506",447.963442855065
"8f309746992f374b4c2ea88f171233a9469ba649",461.77669244498
"ba1d192a71d5ac1a0b9a30bf3c80ef9dc59fefa2",458.327209817291
"145b6344526f9df32f4046c8227282477c51d69f",448.430657383219
"a22cd8d6b6ce7424065e477f2973bfd49b1ff2d6",482.459606722147
"b23775f4cd460ba687d77b058f2bc46381a0fbfe",461.799937612219
"87c4839ae2e1f274e88e7b9644fc1e1991d10aa2",616.666083861876
"9d2de5f93789220f3287c5b2bff6e4ca5c0f5e42",NA
"08b5008c1ba3ee34dcafcb332c51d485da0313f4",NA
"d0c56c5d1e19653aeb2c6fdf16c80ed09270dcaa",462.521932261046
"2bf8abe8000927aeff885fdb26e82579b54bb657",439.515123715193
"fb745761567cc26fe3b8240866c481797bc4aedf",NA
"dfcd80c91cf897b5a23dc36aeaeabf8137049ae0",535.662096921475
"3ef584654da4e658ecdffb68bc4398c97f850ccf",423.731974963681
"342a52f77f29b040bf07e9d4de7029ad604de09c",NA
"ea90166cae72eec871b4100ed8df997253bea84b",495.8228843605
"0e63d5d397c72b9c9ffa3974b3ccc8c228da98ca",509.450937492294
